Date,Open,Close
2015-01-01,100000.0,99987.48312265173
2016-01-01,100000.0,100011.62380766628
2016-12-31,100000.0,99999.98446605324
2017-12-31,100000.0,99988.38904664923
2018-12-31,100000.0,99996.32997215506
2019-12-31,100000.0,99979.74375287603
